dataset,task,mechanism,rate,model,auc,acc,logloss,rmse,r2,coverage80,width80,auc_std,acc_std,logloss_std,rmse_std,r2_std,coverage80_std,width80_std,n_fits
openml:1494,classification,none,0.0,catboost,0.9297997329773031,0.8624605678233438,0.34328605442827503,,,,,0.01790633358302045,0.018066651183944942,0.05509048277036402,,,,,5
openml:1494,classification,none,0.0,tabicl_aware,0.9433733867378727,0.8876971608832808,0.28430839548624415,,,,,0.014670413980113409,0.009088239931159555,0.03394817289082089,,,,,5
openml:1494,classification,none,0.0,tabicl_impute,0.9453315531820206,0.8839116719242902,0.28030834218445655,,,,,0.016516918139089322,0.013271724900922814,0.040237300343116476,,,,,5
openml:1590,classification,block,0.3,catboost,0.8845222559505235,0.8446666666666667,0.3394665254304302,,,,,0.012170571049273354,0.011342044582377659,0.01865224854797972,,,,,5
openml:1590,classification,block,0.3,tabicl_aware,0.8995028227751142,0.863111111111111,0.31540900528045224,,,,,0.014040916748707768,0.009276280650996338,0.02188400147277545,,,,,5
openml:1590,classification,block,0.3,tabicl_impute,0.899912763482652,0.8624444444444445,0.31343654239254976,,,,,0.013341533905329493,0.00991942849807361,0.02162579797734664,,,,,5
openml:1590,classification,block,0.5,catboost,0.8527064597577236,0.8257777777777777,0.3773443080509036,,,,,0.005896127404837067,0.008512880581945718,0.010838814591038332,,,,,5
openml:1590,classification,block,0.5,tabicl_aware,0.8687210984708786,0.8322222222222223,0.35805439503402453,,,,,0.009800347531757058,0.0072860428047799965,0.013766891716754702,,,,,5
openml:1590,classification,block,0.5,tabicl_impute,0.8647763057108003,0.8324444444444445,0.3613141529833542,,,,,0.009379757035921718,0.005351819812796577,0.012705874779988484,,,,,5
openml:1590,classification,block_shift,0.3,catboost,0.8783156968992027,0.8448888888888888,0.3522580580396154,,,,,0.005596298936301352,0.006648122356289603,0.009520878862501527,,,,,5
openml:1590,classification,block_shift,0.3,tabicl_aware,0.8968757978949757,0.8533333333333333,0.32175736550314393,,,,,0.0024092656057603497,0.003142696805273533,0.004214128172268764,,,,,5
openml:1590,classification,block_shift,0.3,tabicl_impute,0.8936515929529916,0.8504444444444446,0.3254532444788938,,,,,0.0038568454376761677,0.0051878300133016645,0.005219896735662979,,,,,5
openml:1590,classification,block_shift,0.5,catboost,0.8429792334534314,0.8233333333333335,0.3903015177115319,,,,,0.027382293972483228,0.019180751668480087,0.031055462075663884,,,,,5
openml:1590,classification,block_shift,0.5,tabicl_aware,0.8604556157621494,0.8342222222222222,0.36614310423569263,,,,,0.024842638232585534,0.01858248212632829,0.030140768350252433,,,,,5
openml:1590,classification,block_shift,0.5,tabicl_impute,0.8589740134471899,0.834,0.37033693391190614,,,,,0.027569951576412698,0.018402227455083853,0.03613673164729277,,,,,5
openml:1590,classification,none,0.0,catboost,0.8964850066668557,0.8493333333333334,0.32585955600991556,,,,,0.005498600835138779,0.006831300510639741,0.01120287918119167,,,,,5
openml:1590,classification,none,0.0,tabicl_aware,0.9126670260149223,0.8628888888888889,0.2960271525591572,,,,,0.0030388650925970433,0.0053633415049542795,0.0048730867715932385,,,,,5
openml:1590,classification,none,0.0,tabicl_impute,0.9123329739850776,0.8653333333333333,0.29527119214982045,,,,,0.0037140096561633844,0.006822258414670561,0.005793629059700438,,,,,5
openml:189,regression,block,0.3,catboost,,,,0.1956567998692064,0.43729602836197445,,,,,,0.012346363600422003,0.07828187332877097,,,5
openml:189,regression,block,0.3,tabicl_aware,,,,0.18096823696295905,0.5165036617794969,0.7877777777777778,1.7094449858331688,,,,0.017319343525121367,0.09459113181792643,0.009262962222518411,0.22161289463134634,5
openml:189,regression,block,0.3,tabicl_impute,,,,0.18127191920377772,0.5147239959027622,0.8115555555555556,1.7646179374655226,,,,0.017518098055510082,0.09655591367263215,0.018652110726882946,0.22056076652480813,5
openml:189,regression,block,0.5,catboost,,,,0.23029744670867158,0.22442525495271246,,,,,,0.008530742745837767,0.034421425650263286,,,5
openml:189,regression,block,0.5,tabicl_aware,,,,0.22631004938362098,0.25081369500920603,0.8071111111111111,2.2414406298397247,,,,0.008688640380097853,0.04104161368365803,0.022202769263381605,0.07667317991610212,5
openml:189,regression,block,0.5,tabicl_impute,,,,0.22593566403267343,0.2532973876154079,0.8153333333333332,2.2925799655574046,,,,0.008620325988169796,0.04049347368797423,0.018582482126328254,0.07568415079767482,5
openml:189,regression,block_shift,0.3,catboost,,,,0.20296313674608193,0.3964648899997865,,,,,,0.011045699548006785,0.06005763408878556,,,5
openml:189,regression,block_shift,0.3,tabicl_aware,,,,0.1895210717288189,0.47388833559881405,0.7906666666666667,1.7971075866960948,,,,0.01180653044257198,0.05621620634060362,0.02471566704604319,0.10634893050487597,5
openml:189,regression,block_shift,0.3,tabicl_impute,,,,0.19047341052493685,0.46856112168165387,0.8071111111111111,1.8579528160799428,,,,0.011563322408274018,0.05607426098623104,0.027583766920615926,0.12203517017702016,5
openml:189,regression,block_shift,0.5,catboost,,,,0.22627623657191961,0.25099487547719734,,,,,,0.006411828841294833,0.03150275424559522,,,5
openml:189,regression,block_shift,0.5,tabicl_aware,,,,0.2208437998215791,0.28643549611660724,0.7939999999999999,2.1735484914215095,,,,0.006826006451536342,0.034946152075192256,0.00811187211041948,0.07926784164210521,5
openml:189,regression,block_shift,0.5,tabicl_impute,,,,0.22110106345530553,0.28465758363593174,0.8031111111111111,2.21223301728464,,,,0.0074333091520333286,0.04012513661545387,0.010434983894999028,0.07696516640246787,5
openml:189,regression,none,0.0,catboost,,,,0.1199397947300187,0.7893578505935324,,,,,,0.0022393679987916994,0.012090054396699785,,,5
openml:189,regression,none,0.0,tabicl_aware,,,,0.07555937846953045,0.9163884529359535,0.8046666666666666,0.7264741964745864,,,,0.0017034591968547888,0.005362813312897579,0.008656689413681069,0.008889868492634685,5
