dataset,task,n_train,n_features,mechanism,rate,actual_rate,seed,split,held_out_source,model,seconds,error,acc,logloss,auc,rmse,r2,coverage80,width80
openml:531,regression,354,13,block_shift,0.5,0.4350866524779568,1,random,,tabicl_patternnorm,0.24684643745422363,,,,,4.944542078107216,0.6983202222837169,0.6710526315789473,0.8948633028101395
openml:531,regression,354,13,none,0.0,0.0,2,random,,tabicl_patternnorm,0.25570034980773926,,,,,2.8561404276904248,0.8725109443777995,0.75,0.6574279435633279
openml:531,regression,354,13,block,0.3,0.233201581027668,2,random,,tabicl_patternnorm,0.24509358406066895,,,,,3.205403722516244,0.839424506702622,0.8289473684210527,0.8989085518859204
openml:531,regression,354,13,block,0.5,0.43402249923989056,2,random,,tabicl_patternnorm,0.28824806213378906,,,,,4.805163059503409,0.639147224209629,0.7894736842105263,1.3136863177469227
openml:531,regression,354,13,block_shift,0.3,0.3076923076923077,2,random,,tabicl_patternnorm,0.24842476844787598,,,,,5.341018675597285,0.5541774988146668,0.7894736842105263,1.3331555347549942
openml:531,regression,354,13,block_shift,0.5,0.4378230465186987,2,random,,tabicl_patternnorm,0.2443530559539795,,,,,5.871807499451185,0.4611629999627076,0.8421052631578947,1.4494813106185929
openml:531,regression,354,13,none,0.0,0.0,3,random,,tabicl_patternnorm,0.24796628952026367,,,,,2.4672899410709936,0.922055759316286,0.7763157894736842,0.6000730366763284
openml:531,regression,354,13,block,0.3,0.3076923076923077,3,random,,tabicl_patternnorm,0.2458667755126953,,,,,3.79753013352603,0.8153513606889531,0.8092105263157895,0.9487957541379035
openml:531,regression,354,13,block,0.5,0.46153846153846156,3,random,,tabicl_patternnorm,0.25147199630737305,,,,,4.329666026818691,0.7599772263376346,0.756578947368421,1.0501827146881677
openml:531,regression,354,13,block_shift,0.3,0.3076923076923077,3,random,,tabicl_patternnorm,0.25128602981567383,,,,,4.098675541143523,0.7849047922821418,0.8092105263157895,1.0981382919612628
openml:531,regression,354,13,block_shift,0.5,0.43645484949832775,3,random,,tabicl_patternnorm,0.245009183883667,,,,,5.137403804142336,0.6620666448478516,0.756578947368421,1.4516202761630326
openml:531,regression,354,13,none,0.0,0.0,4,random,,tabicl_patternnorm,0.24520254135131836,,,,,2.0629272312112903,0.9398760996737232,0.8223684210526315,0.6236958409142861
openml:531,regression,354,13,block,0.3,0.2818485861964123,4,random,,tabicl_patternnorm,0.24368596076965332,,,,,3.114030261992127,0.8629986060047885,0.8092105263157895,0.9307970025744504
openml:531,regression,354,13,block,0.5,0.46153846153846156,4,random,,tabicl_patternnorm,0.2447493076324463,,,,,4.613605361206849,0.6992814526022413,0.8223684210526315,1.282903233458709
openml:531,regression,354,13,block_shift,0.3,0.3076923076923077,4,random,,tabicl_patternnorm,0.24355435371398926,,,,,3.7680474202249097,0.7994087207314462,0.8092105263157895,1.0305565003036254
openml:531,regression,354,13,block_shift,0.5,0.46153846153846156,4,random,,tabicl_patternnorm,0.24466419219970703,,,,,4.003988508814428,0.7735016860084438,0.8421052631578947,1.0321961768667098
