,method,elo,elo+,elo-,rank,winrate,improvability,improvability+,improvability-,mrr,rank=1_count,rank=2_count,rank=3_count,rank>3_count,time_train_s,time_infer_s,time_train_s_per_1K,time_infer_s_per_1K,normalized-error,normalized-error-task,imputed,median_rank,median_improvability,median_loss_rescaled,median_metric_error,median_time_train_s,median_time_infer_s,median_time_train_s_per_1K,median_time_infer_s_per_1K,median_normalized-error,median_normalized-error-task,median_imputed,method_type,method_subtype,config_type,ta_name,ta_suite
50,TABPFNV2_GPU (default),1223.2,63.7,76.8,47.009803921568626,0.4522642390289449,0.19455718664974325,0.06761679352416045,0.045652076288836524,0.042714343402112914,0.0,1.0,0.0,50.0,12.262318129632988,0.840339740117391,4.402487897916245,0.4476957107715114,0.8449584470188557,0.8449584470188557,0.35294117647058826,50.0,0.1402042711234921,0.16194482967372786,0.22782051282051285,9.203422546386719,0.3870081901550293,3.265853212171214,0.315018795225388,1.0,1.0,0.0,config,default,TABPFNV2_GPU,TabPFNv2_GPU,tabarena-2025-06-12
51,MNCA_GPU (default),1214.2,59.5,47.5,47.833333333333336,0.44246031746031744,0.20749747109040956,0.062002050791822694,0.052642114189228734,0.0458215509823411,1.0,0.0,0.0,50.0,245.15467273020278,8.083605813045128,18.527492172330746,1.1277594962302973,0.9066330444540864,0.9066330444540864,0.0,49.0,0.12353694726078579,0.1404239024269496,0.2129734180930276,40.294944524765015,0.5322227478027344,13.741832082594875,0.31576028319217697,1.0,1.0,0.0,config,default,MNCA_GPU,ModernNCA_GPU,tabarena-2025-06-12
52,EBM (tuned),1206.0,54.0,51.4,48.588235294117645,0.4334733893557423,0.20009656831421865,0.07314178621480358,0.05353786681350994,0.028297238166571318,0.0,0.0,0.0,51.0,52874.45252688726,0.2535079133276846,14019.90900467862,0.07735674931522718,0.9096426908263094,0.9096426908263094,0.0,50.0,0.12818022917071326,0.13119172694518486,0.21322872398387271,3882.65318107605,0.03539562225341797,1877.6824729228317,0.013962268829345703,1.0,1.0,0.0,hpo,tuned,EBM,ExplainableBM,tabarena-2026-07-13
53,XT (tuned + ensemble),1196.3,50.7,50.7,49.470588235294116,0.42296918767507,0.20489752107846626,0.05449388631081742,0.050399203770360335,0.027704145813528376,0.0,0.0,0.5,50.5,1429.3306673461316,2.111716391993504,670.4077574629857,1.207567432769921,0.9172935523411584,0.9172935523411584,0.0,51.0,0.14673366834170942,0.15919362400375106,0.21269374175134736,1227.2852249145508,1.7344141006469727,257.6385593164769,0.8460764957563526,1.0,1.0,0.0,hpo,tuned_ensemble,XT,ExtraTrees,tabarena-2026-07-13
54,EBM (default),1187.3,54.9,55.9,50.28431372549019,0.41328197945845,0.20720451927467562,0.07464283095419014,0.0541504223292259,0.04201041439768811,1.0,0.0,0.0,50.0,201.3862394398334,0.18454338522518382,38.08545731797137,0.0667994694405469,0.9086852845536098,0.9086852845536098,0.0,52.0,0.14169379242757918,0.13469292076887113,0.21025754487592074,14.545249700546265,0.047446489334106445,6.9024058688393035,0.014850139617919922,1.0,1.0,0.0,config,default,EBM,ExplainableBM,tabarena-2026-07-13
55,NN_TORCH (tuned),1184.9,50.8,62.2,50.5,0.4107142857142857,0.19808225068160681,0.06550941470138813,0.04590264366385788,0.025864840979872142,0.0,0.0,0.0,51.0,29357.971773493522,0.60710202478895,3695.047548553409,0.18499297409008758,0.9176410281606587,0.9176410281606587,0.0,50.0,0.1310745635518218,0.12951242802918597,0.21109146565727777,10620.000384569168,0.22349023818969727,2832.926208982787,0.11152923107147217,1.0,1.0,0.0,hpo,tuned,NN_TORCH,NeuralNetTorch,tabarena-2025-06-12
56,XGB (default),1183.0,51.1,54.3,50.666666666666664,0.4087301587301587,0.19813222221644708,0.061580209892566434,0.04312508481203026,0.03141794763721663,0.0,1.0,0.0,50.0,13.003299437317194,0.6573358236574659,3.277058620392009,0.306127635443619,0.9279906077465528,0.9279906077465528,0.0,50.0,0.13810871452571283,0.15504966564024028,0.21745863756596343,6.575343370437622,0.39388179779052734,2.059264147815584,0.12183857766160212,1.0,1.0,0.0,config,default,XGB,XGBoost,tabarena-2025-06-12
57,FASTAI (tuned + ensemble),1168.9,66.1,69.7,51.931372549019606,0.39367413632119513,0.21399851412192494,0.06528097430379748,0.04238853433192827,0.024539479185494113,0.0,0.0,0.0,51.0,6591.795950641819,16.245619264303468,1342.6583955721599,7.486192598441844,0.9249736118928052,0.9249736118928052,0.0,56.0,0.15980467253925668,0.14128613621840297,0.22664938543111787,3142.961499929428,10.290910243988037,594.9528585230638,4.648952579498291,1.0,1.0,0.0,hpo,tuned_ensemble,FASTAI,NeuralNetFastAI,tabarena-2025-06-12
58,TA-NORI-30M (default),1168.4,92.5,84.1,51.970588235294116,0.39320728291316526,0.23617484713795925,0.0679400261729555,0.05115171421349504,0.04556770743820184,0.0,0.0,1.0,50.0,24.19459312102374,3.7565807828716204,4.199077636348185,0.8907296331200851,0.8228021797611907,0.8228021797611907,0.7450980392156863,64.0,0.15485352787844997,0.1753896661221589,0.23701012383964215,2.08131742477417,0.1266164779663086,0.5286672115325928,0.0774082328592028,1.0,1.0,1.0,config,default,TA-NORI-30M,Nori-30M,tabarena-2026-07-13
59,XT (tuned),1167.3,57.6,65.1,52.068627450980394,0.39204014939309056,0.21633147492015706,0.06237408151032739,0.05352371957212404,0.026851765514809584,0.0,0.0,0.5,50.5,1429.3306673461316,0.19910509446088007,670.4077574629857,0.15914724186477322,0.937384243878776,0.937384243878776,0.0,54.0,0.16123253349541267,0.1587321474155363,0.21359758161812437,1227.2852249145508,0.19906854629516602,257.6385593164769,0.06779141737763737,1.0,1.0,0.0,hpo,tuned,XT,ExtraTrees,tabarena-2026-07-13
60,RF (tuned + ensemble),1160.8,53.5,58.9,52.64705882352941,0.3851540616246499,0.21568083754405828,0.05493317630343067,0.053179948533785465,0.02245047020401632,0.0,0.0,0.0,51.0,2227.1437476008546,2.46178646181144,529.0363028754298,1.2207459973834376,0.9311014543382504,0.9311014543382504,0.0,55.0,0.15060286526449862,0.15576193868694924,0.2165086629617522,876.37784075737,1.7210140228271484,377.142115259619,0.7469116354623846,1.0,1.0,0.0,hpo,tuned_ensemble,RF,RandomForest,tabarena-2025-06-12
61,TA-NORI (default),1158.5,89.9,83.0,52.85294117647059,0.38270308123249297,0.23874817223572392,0.06905293160187853,0.05054292579276909,0.03939625503912796,0.0,0.0,1.0,50.0,13.800132695366354,1.582021297193041,3.432468893279215,0.5104589684247363,0.8408327837358593,0.8408327837358593,0.7450980392156863,64.0,0.15485352787844997,0.17745724460046802,0.23701012383964215,2.08131742477417,0.1266164779663086,0.5286672115325928,0.0774082328592028,1.0,1.0,1.0,config,default,TA-NORI,Nori,tabarena-2026-07-13
62,GBM (default),1152.2,48.1,48.4,53.40196078431372,0.3761671335200747,0.20469611239200866,0.062109417589272436,0.042580749908012944,0.021261824806689335,0.0,0.0,0.0,51.0,9.322186521455354,1.1440442029167623,3.1999218796516997,0.31463873511017804,0.9448773424556346,0.9448773424556346,0.0,52.0,0.14615442417398927,0.14807982716277232,0.21882938874249858,6.97411584854126,0.6232860088348389,2.2021467310523017,0.17114277689525664,1.0,1.0,0.0,config,default,GBM,LightGBM,tabarena-2025-06-12
63,RF (tuned),1122.5,47.7,45.8,55.970588235294116,0.34558823529411764,0.22313037808807754,0.054463548700976,0.05276459328765115,0.019897885671384,0.0,0.0,0.0,51.0,2227.1437476008546,0.2597549288880591,529.0363028754298,0.14411838795084292,0.9618995375869216,0.9618995375869216,0.0,58.0,0.15070743735969028,0.1753896661221589,0.21762013729977114,876.37784075737,0.15849757194519043,377.142115259619,0.09141294871228287,1.0,1.0,0.0,hpo,tuned,RF,RandomForest,tabarena-2025-06-12
64,FASTAI (tuned),1103.7,64.4,76.3,57.549019607843135,0.32679738562091504,0.22868423622828468,0.06519090733480135,0.04422770548579419,0.02219926659092616,0.0,0.0,0.0,51.0,6591.795950641819,1.031626776152966,1342.6583955721599,0.6253627025034233,0.9520709198323941,0.9520709198323941,0.0,60.0,0.18308832151516963,0.14578845907283014,0.230066749626332,3142.961499929428,0.8062961101531982,594.9528585230638,0.3360688367629434,1.0,1.0,0.0,hpo,tuned,FASTAI,NeuralNetFastAI,tabarena-2025-06-12
65,PB (tuned + ensemble),1081.1,55.5,66.0,59.40196078431372,0.3047385620915033,0.27533194715153453,0.07099239839745575,0.06305206836653363,0.019684080543148966,0.0,0.0,0.0,51.0,5226.060197222467,16.079361976361742,2690.448922405171,3.947101061853518,0.9429809097927303,0.9429809097927303,0.0,63.0,0.17742529412977548,0.24166064063068826,0.23007518796992477,382.8564655780792,2.2666819095611572,176.26175713539124,0.49932644798169673,1.0,1.0,0.0,hpo,tuned_ensemble,PB,PerpetualBooster,tabarena-2026-03-18
66,TA-ILTM (default),1080.1,50.6,70.0,59.48039215686274,0.3038048552754435,0.2388409774788468,0.06136811445991458,0.04852116422206881,0.023047848980234414,0.0,0.0,0.0,51.0,1513.0692572079454,159.21624170565138,413.4515281655619,144.7111502467337,0.9548710004188026,0.9548710004188026,0.0,66.0,0.16322188449847963,0.17636432777196231,0.21325580665913058,1122.6648044586182,141.47196793556213,300.99888680703964,65.82658097223582,1.0,1.0,0.0,config,default,TA-ILTM,iLTM,tabarena-2026-05-13
67,TABSTAR (tuned),1078.8,85.4,91.4,59.588235294117645,0.3025210084033613,0.26297163809644186,0.08073631380498447,0.06057081061038419,0.04127759949570607,0.0,2.0,0.0,49.0,159605.1733577906,41.48959353390862,52823.040621849985,15.015285201548942,0.9058137806143247,0.9058137806143247,0.0,69.0,0.1920164898484904,0.1817347407067456,0.21340703832390162,167408.38667988777,9.79713487625122,39935.245136773934,4.287639082786058,1.0,1.0,0.0,hpo,tuned,TABSTAR,TabSTAR,tabarena-2026-03-18
68,TABSTAR (tuned + ensemble),1076.7,87.2,95.1,59.754901960784316,0.30053688141923435,0.26410875770899617,0.0803102634086395,0.05987209033407451,0.03538584329449472,0.0,0.0,1.0,50.0,159605.1733577906,127.37209558019451,52823.040621849985,57.85567537251089,0.9091910007592454,0.9091910007592454,0.0,70.0,0.1920164898484904,0.1875342135857436,0.21342895152834007,167408.38667988777,36.188642263412476,39935.245136773934,20.16570119648518,1.0,1.0,0.0,hpo,tuned_ensemble,TABSTAR,TabSTAR,tabarena-2026-03-18
69,TA-ORION-MSP (default),1048.7,49.2,53.0,61.94117647058823,0.27450980392156865,0.2468669519087421,0.05975522149254728,0.0517474414760245,0.01777473440991309,0.0,0.0,0.0,51.0,260.40197305118335,48.29970676291223,29.713004113964136,8.212324357779535,0.9761127011373707,0.9761127011373707,0.2549019607843137,65.0,0.18417746998126416,0.21310602200935763,0.22706034533088137,35.0504789352417,2.7886714935302734,12.40124043665434,2.5580293662293694,1.0,1.0,0.0,config,default,TA-ORION-MSP,OrionMSP,tabarena-2026-05-13
70,NN_TORCH (default),1038.8,49.6,64.4,62.68627450980392,0.26563958916900093,0.2438283213696616,0.06593807446734046,0.048886355005349075,0.01744946650671529,0.0,0.0,0.0,51.0,73.82550601865731,0.5703827493331012,14.547729829433454,0.24236132002914643,0.982330210817028,0.982330210817028,0.0,64.0,0.14708204097240718,0.1787917057981919,0.21872097588816108,30.76021695137024,0.2736239433288574,8.95763915486452,0.12885630130767822,1.0,1.0,0.0,config,default,NN_TORCH,NeuralNetTorch,tabarena-2025-06-12
71,PB (tuned),1034.9,51.4,61.2,62.98039215686274,0.26213818860877686,0.28840495953488327,0.07086497156340094,0.06404834472918883,0.01714847356260675,0.0,0.0,0.0,51.0,5226.060197222467,5.5724157305324775,2690.448922405171,1.5342057678627874,0.9707579911205091,0.9707579911205091,0.0,65.5,0.17450774409124503,0.25232063285967093,0.22863680941484144,382.8564655780792,0.4022660255432129,176.26175713539124,0.19117007897972382,1.0,1.0,0.0,hpo,tuned,PB,PerpetualBooster,tabarena-2026-03-18
72,XRFM_GPU (default),1029.9,67.7,75.2,63.35294117647059,0.25770308123249297,0.2724705483822124,0.06589382571044111,0.05095623937785945,0.018513520153228123,0.0,0.0,0.0,51.0,43.17065006143906,3.806738212996838,6.133180831126397,1.1264839498260575,0.9600923491173918,0.9600923491173918,0.0,70.0,0.21589384624078545,0.24659253550588983,0.2562105477499491,10.647649765014648,0.8539636135101318,3.144209170151192,0.7405088776090393,1.0,1.0,0.0,config,default,XRFM_GPU,xRFM_GPU,tabarena-2025-09-03
73,XT (default),1005.9,64.3,69.3,65.07843137254902,0.23716153127917833,0.2679988152542964,0.06720839116963212,0.05662813274160067,0.017471882211715563,0.0,0.0,0.0,51.0,11.472845844194001,0.7438222987979066,4.289694237386161,0.5667211364589922,0.9759721755977862,0.9759721755977862,0.0,71.0,0.18460364550886377,0.25646551724137795,0.23228632478632472,7.375749111175537,0.6371681690216064,1.9744557777637153,0.25102583274489937,1.0,1.0,0.0,config,default,XT,ExtraTrees,tabarena-2026-07-13
74,RF (default),1000.0,58.5,60.7,65.49019607843137,0.23225957049486462,0.26992220741868156,0.057967615062270605,0.05836738736415825,0.0171602114213279,0.0,0.0,0.0,51.0,5.493931228039312,0.18195290658988206,0.9397227305533076,0.07438379695384985,0.9894788570697229,0.9894788570697229,0.0,67.0,0.21589659324156696,0.2801698500149906,0.23701012383964215,1.763962745666504,0.09250092506408691,0.4316611380184793,0.052512513387518854,1.0,1.0,0.0,config,default,RF,RandomForest,tabarena-2025-06-12
75,TABFLEX_GPU (default),981.4,71.3,77.6,66.75490196078431,0.21720354808590103,0.2907323395779634,0.08014644737307558,0.06501170656099578,0.01679812819113655,0.0,0.0,0.0,51.0,8.42787161060408,0.6632513859692741,2.5093226314316137,0.40732402160562314,0.9753301161491695,0.9753301161491695,0.2549019607843137,69.0,0.20549560312171644,0.27487529535311195,0.24234180933563898,4.580724239349365,0.3842289447784424,0.800741844177246,0.1187795250235341,1.0,1.0,0.0,config,default,TABFLEX_GPU,TabFlex_GPU,tabarena-2025-09-03
76,TABSTAR (default),981.0,103.7,113.8,66.7843137254902,0.21685340802987862,0.3182332552158367,0.0876796491327746,0.07046993397408693,0.04173801963281916,1.0,0.0,0.0,50.0,2131.1752908744065,51.58516402805553,465.71814358999836,20.87617102507411,0.9307975833897881,0.9307975833897881,0.0,76.0,0.2469803497385975,0.2629487925763077,0.23725671030738238,2630.3587493896484,10.653594493865967,398.7869028721864,4.644942059412272,1.0,1.0,0.0,config,default,TABSTAR,TabSTAR,tabarena-2026-03-18
77,FASTAI (default),977.4,60.6,75.7,67.01960784313725,0.21405228758169934,0.26514698394792224,0.06397751757228759,0.0495893284013941,0.015844503981892903,0.0,0.0,0.0,51.0,27.62558492492227,1.0500701642503925,4.983829851716967,0.48117064163733236,0.9836238117546299,0.9836238117546299,0.0,71.0,0.20278004905968927,0.1999865690685642,0.23658119658119647,14.524733304977417,0.6894059181213379,3.1153293528650394,0.31195542895805195,1.0,1.0,0.0,config,default,FASTAI,NeuralNetFastAI,tabarena-2025-06-12
78,KNN (tuned + ensemble),970.7,60.9,83.8,67.46078431372548,0.20880018674136322,0.28500872012360484,0.07251567988634011,0.053985400398700506,0.016905929815366864,0.0,0.0,0.0,51.0,7479.34973449333,300.71385903451954,348.9708210879356,18.439805581153212,0.9765769932952804,0.9765769932952804,0.0,71.0,0.22323879231473154,0.267498786876485,0.2320940170940171,420.417236328125,5.422150135040283,129.1739685664235,1.6266450405120851,1.0,1.0,0.0,hpo,tuned_ensemble,KNN,KNeighbors,tabarena-2025-10-20
79,PB (default),941.3,61.5,87.4,69.30392156862744,0.18685807656395892,0.3379850063068788,0.07933386091707101,0.0740963214944883,0.021285877008471073,0.0,0.0,1.0,50.0,767.2502326310849,0.5092810182010427,431.54592399772525,0.2513050740144506,0.9750679289997086,0.9750679289997086,0.0,74.0,0.2172305942564684,0.33542866743814037,0.2639905935583735,43.245447397232056,0.08040404319763184,22.75529211120946,0.024814776775548275,1.0,1.0,0.0,config,default,PB,PerpetualBooster,tabarena-2026-03-18
80,LR (tuned + ensemble),903.6,78.0,102.7,71.47058823529412,0.16106442577030813,0.3496804089514241,0.08186031672631289,0.0669238168725722,0.023833367164672728,0.0,1.0,0.0,50.0,1273.2449920598199,1.4999811555825027,517.8341488744331,0.6538001973334836,0.9791954758331045,0.9791954758331045,0.0,79.0,0.2828762873675207,0.43275862068965426,0.2460526315789474,832.0974633693695,0.6803224086761475,240.7807800292969,0.30845047943972076,1.0,1.0,0.0,hpo,tuned_ensemble,LR,LinearModel,tabarena-2025-10-20
81,LR (tuned),881.6,82.9,110.1,72.63725490196079,0.14717553688141924,0.35502205483209076,0.08386930694210581,0.06705013593627507,0.020234917204881547,0.0,0.0,1.0,50.0,1273.2449920598199,0.35859188846513335,517.8341488744331,0.10415908188063362,0.9851857798586701,0.9851857798586701,0.0,79.0,0.28376768671393604,0.43106796116504764,0.251140350877193,832.0974633693695,0.11032319068908691,240.7807800292969,0.06832648573904744,1.0,1.0,0.0,hpo,tuned,LR,LinearModel,tabarena-2025-10-20
82,KNN (tuned),822.0,70.1,92.8,75.43137254901961,0.11391223155929038,0.34217001044681994,0.06422258113884671,0.05930275776860017,0.013952563511175702,0.0,0.0,0.0,51.0,7479.34973449333,29.79767501120474,348.9708210879356,1.1589950116678538,0.9865241863133163,0.9865241863133163,0.0,78.0,0.3067462544587317,0.3735114486538029,0.24349855195660186,420.417236328125,0.285475492477417,129.1739685664235,0.10322097135488845,1.0,1.0,0.0,hpo,tuned,KNN,KNeighbors,tabarena-2025-10-20
83,LR (default),820.6,77.1,106.1,75.49019607843137,0.11321195144724557,0.3798654054026089,0.07795194874612316,0.06507955098617235,0.013871711165737358,0.0,0.0,0.0,51.0,6.458335193933225,0.44977833710464776,2.787269701273138,0.17296567473982596,0.995145173453997,0.995145173453997,0.0,81.0,0.3095657005278255,0.5700743511464375,0.25338232487315304,4.2521257400512695,0.14241671562194824,1.2348434686660767,0.11544764595504146,1.0,1.0,0.0,config,default,LR,LinearModel,tabarena-2025-10-20
84,KNN (default),598.8,72.9,105.6,81.88235294117646,0.03711484593837535,0.4633530930389563,0.07589374285996225,0.05442432694173749,0.012265966642537743,0.0,0.0,0.0,51.0,2.5689965322905897,0.6719373347712498,0.5666077985136905,0.06668967762279629,1.0,1.0,0.0,84.0,0.3778380587451722,0.8786482334869414,0.29272222810294224,0.744457483291626,0.06936383247375488,0.19231450080871582,0.03668824779971833,1.0,1.0,0.0,config,default,KNN,KNeighbors,tabarena-2025-10-20
