dataset,task,n_train,n_features,mechanism,rate,actual_rate,seed,split,held_out_source,model,seconds,error,acc,logloss,auc
openml:31,classification,700,20,none,0.0,0.0,0,random,,tabicl_aware,0.29999709129333496,,0.7833333333333333,0.4490948736831435,0.8419047619047619
openml:31,classification,503,20,block,0.3,0.25,0,source,0.0,tabicl_aware,0.2843894958496094,,0.7303822937625755,0.5290742693812541,0.7555370556803223
openml:31,classification,809,20,block,0.5,0.4794,0,source,4.0,tabicl_aware,0.3022279739379883,,0.7120418848167539,0.5719734250112141,0.6689839572192513
openml:31,classification,503,20,block_shift,0.3,0.22485,0,source,0.0,tabicl_aware,0.29112720489501953,,0.6861167002012073,0.5878953143063529,0.6628300937040192
openml:31,classification,809,20,block_shift,0.5,0.4896,0,source,4.0,tabicl_aware,0.30214715003967285,,0.7120418848167539,0.5790108072508263,0.6368983957219251
openml:31,classification,700,20,none,0.0,0.0,1,random,,tabicl_aware,0.2969324588775635,,0.7633333333333333,0.4647443075579692,0.8233333333333335
openml:31,classification,667,20,block,0.3,0.3,1,source,2.0,tabicl_aware,0.29305338859558105,,0.7267267267267268,0.540941031898981,0.7495305565039263
openml:31,classification,684,20,block,0.5,0.4486,1,source,2.0,tabicl_aware,0.29813122749328613,,0.7120253164556962,0.5848534569882693,0.6751632801161103
openml:31,classification,667,20,block_shift,0.3,0.3,1,source,2.0,tabicl_aware,0.34021639823913574,,0.6966966966966966,0.5351973614261724,0.7392454762717652
openml:31,classification,684,20,block_shift,0.5,0.4498,1,source,2.0,tabicl_aware,0.29572319984436035,,0.6962025316455697,0.6076674617363336,0.6389695210449928
openml:31,classification,700,20,none,0.0,0.0,2,random,,tabicl_aware,0.300795316696167,,0.7933333333333333,0.46522231221834964,0.8196296296296297
openml:31,classification,508,20,block,0.3,0.2746,2,source,1.0,tabicl_aware,0.2876455783843994,,0.7378048780487805,0.5362051549506115,0.728713474025974
openml:31,classification,655,20,block,0.5,0.43385,2,source,0.0,tabicl_aware,0.2938361167907715,,0.6811594202898551,0.6019268935034573,0.6372920696324953
openml:31,classification,508,20,block_shift,0.3,0.3,2,source,1.0,tabicl_aware,0.28792262077331543,,0.7134146341463414,0.5884976523014392,0.589549512987013
openml:31,classification,655,20,block_shift,0.5,0.46645,2,source,0.0,tabicl_aware,0.2935202121734619,,0.6753623188405797,0.6109933174688232,0.6144487427466151
openml:31,classification,700,20,none,0.0,0.0,3,random,,tabicl_aware,0.2982308864593506,,0.7833333333333333,0.5013425321718957,0.7792063492063491
openml:31,classification,731,20,block,0.3,0.3,3,source,3.0,tabicl_aware,0.30649638175964355,,0.7472118959107806,0.5394697518582062,0.7498380619251198
openml:31,classification,688,20,block,0.5,0.4826,3,source,2.0,tabicl_aware,0.321000337600708,,0.7051282051282052,0.5620366599878249,0.7012598814229248
openml:31,classification,731,20,block_shift,0.3,0.3,3,source,3.0,tabicl_aware,0.33486390113830566,,0.7137546468401487,0.5403551499954289,0.7584531675087446
openml:31,classification,688,20,block_shift,0.5,0.4844,3,source,2.0,tabicl_aware,0.31110548973083496,,0.7051282051282052,0.5882323744327045,0.637302371541502
openml:31,classification,700,20,none,0.0,0.0,4,random,,tabicl_aware,0.3098773956298828,,0.7566666666666667,0.4694629961578829,0.8135449735449736
openml:31,classification,653,20,block,0.3,0.3,4,source,1.0,tabicl_aware,0.34688568115234375,,0.729106628242075,0.5509620875476477,0.6550910027472527
openml:31,classification,809,20,block,0.5,0.5,4,source,1.0,tabicl_aware,0.3135669231414795,,0.6178010471204188,0.6024666047542885,0.8317854655212445
openml:31,classification,653,20,block_shift,0.3,0.28265,4,source,1.0,tabicl_aware,0.30316710472106934,,0.7406340057636888,0.5142367162190151,0.7362208104395604
openml:31,classification,809,20,block_shift,0.5,0.4895,4,source,1.0,tabicl_aware,0.3126053810119629,,0.680628272251309,0.5648940527701294,0.8352681680984444
openml:1590,classification,2100,14,none,0.0,0.0,0,random,,tabicl_aware,0.4025230407714844,,0.8555555555555555,0.3057131122519601,0.9066391954381685
openml:1590,classification,1464,14,block,0.3,0.25085714285714283,0,source,1.0,tabicl_aware,0.38869762420654297,,0.7766927083333334,0.5399663786334307,0.8589084711885927
openml:1590,classification,2418,14,block,0.5,0.5,0,source,1.0,tabicl_aware,0.3347926139831543,,0.8470790378006873,0.3243544702877247,0.8824585137085136
openml:1590,classification,1464,14,block_shift,0.3,0.24914285714285714,0,source,1.0,tabicl_aware,0.3065016269683838,,0.818359375,0.3971697713230045,0.8778710625858452
openml:1590,classification,2418,14,block_shift,0.5,0.5,0,source,1.0,tabicl_aware,0.3287632465362549,,0.8298969072164949,0.3891185920030452,0.8428391053391053
openml:1590,classification,2100,14,none,0.0,0.0,1,random,,tabicl_aware,0.3222212791442871,,0.87,0.29770616698045616,0.9114974892904764
openml:1590,classification,1997,14,block,0.3,0.2857142857142857,1,source,1.0,tabicl_aware,0.3251833915710449,,0.8444666001994018,0.3341376637648421,0.8979234351310376
openml:1590,classification,1976,14,block,0.5,0.4756190476190476,1,source,0.0,tabicl_aware,0.3160569667816162,,0.8486328125,0.35922769597774523,0.8741498708010336
openml:1590,classification,1997,14,block_shift,0.3,0.2857142857142857,1,source,1.0,tabicl_aware,0.3245375156402588,,0.847457627118644,0.33128418455438247,0.8996724063244532
openml:1590,classification,1976,14,block_shift,0.5,0.43052380952380953,1,source,0.0,tabicl_aware,0.31891298294067383,,0.77734375,0.46995860383172183,0.7732428940568477
openml:1590,classification,2100,14,none,0.0,0.0,2,random,,tabicl_aware,0.36595654487609863,,0.8688888888888889,0.28772734966003277,0.9172565179154019
openml:1590,classification,1467,14,block,0.3,0.2507857142857143,2,source,1.0,tabicl_aware,0.3143601417541504,,0.8388780169602087,0.36663610648251566,0.8686980842176022
openml:1590,classification,1995,14,block,0.5,0.4522857142857143,2,source,0.0,tabicl_aware,0.3200554847717285,,0.7880597014925373,0.4171390504001071,0.8240163417818395
openml:1590,classification,1467,14,block_shift,0.3,0.24921428571428572,2,source,1.0,tabicl_aware,0.3024454116821289,,0.5101108936725375,0.99021525987976,0.7945647476832958
openml:1590,classification,1995,14,block_shift,0.5,0.4525,2,source,0.0,tabicl_aware,0.31902194023132324,,0.7791044776119403,0.5541118782179557,0.7490433529914915
openml:1590,classification,2100,14,none,0.0,0.0,3,random,,tabicl_aware,0.32775115966796875,,0.8633333333333333,0.3006417692114767,0.9103378819257284
openml:1590,classification,2251,14,block,0.3,0.26811904761904765,3,source,2.0,tabicl_aware,0.3298487663269043,,0.8344459279038718,0.3482706213382271,0.8860237185141624
openml:1590,classification,1969,14,block,0.5,0.47545238095238096,3,source,0.0,tabicl_aware,0.3138151168823242,,0.7982541222114452,0.4008816798808885,0.825593826211873
openml:1590,classification,2251,14,block_shift,0.3,0.2857142857142857,3,source,2.0,tabicl_aware,0.3264920711517334,,0.8130841121495327,0.37388274272634886,0.8685043614623149
openml:1590,classification,1969,14,block_shift,0.5,0.4764047619047619,3,source,0.0,tabicl_aware,0.3179616928100586,,0.8486905916585838,0.3617969324260934,0.8579744763304713
openml:1590,classification,2100,14,none,0.0,0.0,4,random,,tabicl_aware,0.31989216804504395,,0.8577777777777778,0.2942891757177281,0.9143025334052028
openml:1590,classification,2002,14,block,0.3,0.2857142857142857,4,source,0.0,tabicl_aware,0.31916379928588867,,0.8086172344689379,0.4069000895866192,0.8309243454361348
openml:1590,classification,2428,14,block,0.5,0.4852619047619048,4,source,4.0,tabicl_aware,0.3314089775085449,,0.8041958041958042,0.4022803254483065,0.816267405435747
openml:1590,classification,2002,14,block_shift,0.3,0.2857142857142857,4,source,0.0,tabicl_aware,0.361311674118042,,0.7995991983967936,0.43594250442099114,0.8098510053522349
openml:1590,classification,2428,14,block_shift,0.5,0.5,4,source,4.0,tabicl_aware,0.3260824680328369,,0.7097902097902098,0.463566618118184,0.8191283249135387
